Id,Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,AdoptionSpeed
12219,2,5,266,266,2,2,5,0,1,1,2,2,2,1,1,0,0
12220,1,1,307,0,1,1,7,0,2,2,3,3,2,1,1,0,0
12221,2,4,265,0,2,1,6,7,2,2,2,2,2,1,1,0,1
12222,1,3,307,0,1,5,0,0,2,1,2,1,2,1,1,0,0
12223,2,1,266,0,1,1,2,0,1,1,2,2,2,1,1,0,1
12224,2,4,299,266,1,4,7,0,1,1,2,2,3,1,1,150,1
12225,1,1,109,200,1,3,0,0,2,2,2,2,3,1,1,0,0
12226,1,2,307,218,1,1,2,7,2,1,2,2,2,1,1,0,1
12227,2,3,266,0,2,6,7,0,1,1,2,2,2,1,1,0,1
12228,1,1,307,0,1,2,0,0,2,1,2,2,2,1,2,0,0
12229,1,1,307,0,1,2,0,0,1,2,2,1,2,1,1,0,0
12230,2,2,243,0,2,6,0,0,1,1,2,2,3,1,1,0,1
12231,2,4,266,0,1,5,0,0,2,1,1,1,2,1,1,0,1
12232,2,2,266,0,1,1,0,0,1,1,2,2,2,1,1,0,1
12233,1,1,307,0,2,1,0,0,2,1,2,1,2,1,1,50,1
12234,2,2,266,0,1,3,0,0,2,1,2,2,2,1,1,0,0
12235,1,9,128,0,2,1,2,7,1,1,1,1,1,1,1,200,0
12236,1,50,20,0,1,1,2,7,2,2,3,2,3,1,1,0,0
12237,2,3,266,0,1,5,0,0,1,1,2,2,2,1,1,0,0
12238,1,48,178,0,1,2,3,7,1,3,1,1,2,1,1,200,0
12239,1,2,307,0,2,2,0,0,2,2,1,1,1,1,1,0,1
12240,1,48,189,0,1,1,2,0,3,1,1,1,2,1,1,0,1
12241,2,6,292,266,2,3,0,0,2,2,2,2,2,1,1,0,0
12242,2,2,266,0,3,1,6,7,1,1,2,2,2,1,4,0,0
12243,1,24,212,0,2,4,0,0,1,2,1,1,1,1,1,300,1
12244,1,2,307,0,1,5,0,0,2,1,1,1,2,1,1,0,0
12245,1,3,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0
12246,2,20,265,254,1,1,7,0,2,2,1,1,1,1,1,0,1
12247,1,2,199,307,2,1,2,5,2,2,1,1,3,1,2,0,1
12248,2,8,252,0,2,1,4,0,2,2,1,1,1,1,1,0,1
12249,2,2,266,0,2,1,2,7,1,2,2,2,2,1,1,0,0
12250,2,2,264,285,2,1,2,7,2,3,2,2,2,1,3,0,0
12251,2,3,264,266,1,1,6,7,2,2,2,2,2,1,1,80,0
12252,2,12,292,0,1,2,5,0,2,1,1,1,1,1,1,0,1
12253,1,2,307,0,1,1,2,7,2,2,2,1,2,1,1,0,0
12254,2,3,266,0,1,1,0,0,2,1,1,1,2,1,1,0,1
12255,1,3,307,103,1,1,2,0,2,2,1,1,2,1,1,0,0
12256,1,2,307,0,1,1,2,0,2,1,3,3,3,1,1,0,0
12257,2,7,303,266,2,2,5,6,2,2,1,1,1,1,1,100,0
12258,1,2,307,307,1,1,2,7,2,2,2,1,2,1,1,0,1
12259,1,2,307,0,3,1,2,7,2,1,2,2,2,1,3,0,0
12260,1,48,205,0,1,1,7,0,1,2,3,1,2,1,1,0,1
12261,1,17,205,0,1,2,7,0,1,1,1,1,2,1,1,0,0
12262,1,60,78,0,2,1,0,0,3,1,1,1,1,1,1,300,1
12263,1,2,307,0,3,2,5,7,2,2,2,3,3,1,8,0,0
12264,1,2,307,0,3,1,2,7,2,1,2,1,2,1,5,0,1
12265,1,30,103,307,2,1,2,0,2,2,2,2,2,1,1,0,1
12266,2,12,266,266,2,4,6,7,2,1,2,2,1,1,1,0,1
12267,1,36,179,307,1,7,0,0,2,3,3,3,2,1,1,0,1
12268,2,3,266,0,2,6,0,0,1,1,2,1,2,1,2,0,1
12269,1,12,307,0,2,2,7,0,2,1,2,2,1,1,1,0,0
12270,1,1,307,0,3,1,7,0,3,2,2,2,2,1,3,0,0
12271,2,24,266,0,2,1,2,7,3,2,1,1,1,1,1,0,0
12272,2,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,0
12273,1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0
12274,1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,0
12275,2,1,265,0,1,6,0,0,1,2,2,1,2,1,1,0,1
12276,1,30,205,169,1,7,0,0,2,2,1,1,1,1,1,500,1
12277,2,12,265,0,2,7,0,0,2,2,2,1,1,1,1,0,1
12278,2,6,292,265,2,5,7,0,2,2,2,1,2,1,1,0,1
12279,1,2,307,0,2,3,0,0,2,1,2,2,2,1,1,20,0
12280,2,5,264,0,1,3,5,0,1,1,2,1,2,1,1,0,1
12281,1,2,307,307,2,5,0,0,2,2,2,2,2,1,1,0,1
12282,2,6,266,265,2,1,6,7,1,2,1,1,1,1,4,30,1
12283,2,9,295,0,1,2,7,0,2,1,1,1,1,1,1,0,1
12284,1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,0
12285,2,4,249,293,2,1,2,0,2,3,2,2,2,1,1,0,1
12286,2,6,266,0,1,1,0,0,2,1,3,3,3,1,1,0,0
12287,2,5,266,276,1,1,7,0,2,1,2,1,2,1,1,0,1
12288,2,1,266,0,1,1,2,7,1,1,2,2,2,1,1,0,0
12289,2,5,266,0,2,1,2,4,2,1,2,1,2,1,1,0,1
12290,1,2,307,0,1,1,0,0,1,2,2,2,2,2,1,0,1
12291,2,2,266,0,1,1,7,0,1,1,2,2,2,1,1,0,0
12292,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,1
12293,1,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,0
12294,2,3,299,292,1,2,6,7,1,1,2,1,2,1,1,0,0
12295,1,2,307,0,1,1,2,7,2,1,2,2,2,1,2,0,0
12296,2,7,242,252,1,2,0,0,2,3,1,1,2,1,1,0,0
12297,1,16,307,0,2,2,5,0,2,1,1,1,1,1,1,0,1
12298,1,2,307,0,2,7,0,0,1,2,2,2,2,1,1,0,0
12299,1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,0
12300,1,36,218,0,1,1,2,0,3,3,1,1,1,1,1,300,1
12301,1,12,217,0,2,1,0,0,1,2,1,1,1,1,1,0,1
12302,1,3,307,0,2,2,0,0,2,2,2,1,2,1,1,0,1
12303,2,0,266,0,3,1,2,7,2,1,2,2,2,1,5,0,1
12304,2,3,285,264,1,7,0,0,2,3,2,1,2,1,1,700,0
12305,1,1,307,0,1,2,0,0,2,2,2,2,2,1,1,0,0
12306,2,15,285,0,2,2,0,0,2,3,1,1,1,1,1,0,0
12307,1,2,307,0,2,1,2,7,2,1,2,2,2,1,2,0,0
12308,2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,1
12309,1,12,307,218,2,1,2,0,1,2,1,1,1,1,1,0,1
12310,2,2,265,266,1,1,7,0,1,2,2,2,2,2,1,0,0
12311,2,2,266,0,1,1,6,7,2,1,2,2,2,1,1,0,1
12312,1,2,307,0,3,1,5,7,2,1,2,2,2,1,5,0,0
12313,1,10,307,307,2,7,0,0,2,2,2,3,3,1,1,0,1
12314,2,3,265,0,1,3,0,0,2,2,2,2,2,1,1,0,0
12315,2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,0
12316,2,2,265,292,2,5,0,0,2,2,1,1,2,1,2,0,0
12317,1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,1
12318,1,12,307,0,1,5,0,0,1,2,1,1,1,1,1,100,1
12319,1,6,307,0,2,2,0,0,2,1,3,1,3,1,1,0,0
12320,1,18,307,0,2,1,2,0,3,2,3,3,3,2,1,0,1
12321,2,7,292,266,2,2,5,0,2,1,2,1,1,1,1,50,0
12322,2,24,266,0,2,1,7,0,2,1,2,2,2,1,1,0,1
12323,2,2,266,0,3,3,6,7,2,1,2,1,2,1,3,0,1
12324,2,3,266,0,2,6,7,0,2,1,2,2,2,1,1,0,0
12325,1,2,307,0,2,2,7,0,2,1,1,1,1,1,1,50,1
12326,2,5,285,247,2,1,2,7,2,1,2,2,2,1,1,0,1
12327,2,2,266,0,1,6,0,0,1,1,2,2,2,1,1,100,0
12328,2,2,266,0,1,5,0,0,1,1,2,2,2,1,1,0,0
12329,2,3,285,265,1,6,7,0,3,2,2,1,2,1,1,150,0
12330,1,1,307,78,3,1,2,5,2,1,1,1,1,1,4,8,0
12331,2,2,265,0,3,1,3,6,1,2,2,2,2,1,4,0,1
12332,1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
12333,1,60,19,0,2,1,2,7,2,1,1,1,1,1,1,300,0
12334,2,3,266,0,1,1,6,0,1,1,2,1,2,1,1,0,0
12335,1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,100,1
12336,2,1,265,0,1,4,5,0,1,2,2,2,1,1,1,0,0
12337,2,14,266,0,3,1,2,6,2,2,2,2,2,1,4,0,1
12338,1,8,179,213,2,2,0,0,2,2,2,2,2,1,1,0,1
12339,2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,0
12340,2,10,264,0,2,2,7,0,1,3,1,1,1,1,1,0,1
12341,1,12,307,0,3,1,2,0,2,2,2,1,1,1,2,0,1
12342,1,8,307,0,1,3,5,0,2,1,1,1,1,1,1,110,1
12343,1,12,307,0,2,3,4,0,2,1,3,3,3,1,7,0,1
12344,2,3,266,0,2,2,3,6,1,1,2,2,2,1,1,0,0
12345,1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,20,1
12346,2,3,265,0,2,1,7,0,1,2,3,3,3,1,1,0,1
12347,1,3,307,0,1,2,0,0,2,1,2,1,2,1,1,0,0
12348,2,1,266,265,3,1,6,7,2,1,2,2,2,1,5,0,0
12349,1,36,205,218,2,1,6,7,1,3,1,1,2,1,1,0,0
12350,2,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,0
12351,1,18,218,0,2,5,0,0,2,2,3,3,1,1,1,0,1
12352,1,2,307,0,2,7,0,0,2,2,1,1,3,1,1,0,1
12353,1,2,307,0,3,1,5,7,2,1,1,1,2,1,7,0,1
12354,1,3,307,307,2,1,7,0,2,2,1,1,2,1,1,0,0
12355,2,4,266,0,2,5,0,0,2,1,1,1,1,1,1,100,0
12356,2,3,265,0,1,6,0,0,1,2,2,2,2,1,1,0,0
12357,1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,0
12358,1,8,307,0,1,1,7,0,2,1,1,1,3,1,1,0,1
12359,2,2,241,0,3,1,2,4,1,1,2,2,2,1,3,0,1
12360,1,5,307,0,1,2,5,7,2,1,3,3,3,1,1,10,1
12361,1,36,109,307,1,3,0,0,2,2,1,1,1,1,1,0,1
12362,1,7,307,307,2,1,0,0,2,1,1,1,1,1,1,0,1
12363,2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,0,0
12364,1,3,307,0,2,2,5,7,2,2,2,1,2,1,1,0,1
12365,2,6,285,0,2,2,7,0,2,3,2,1,2,1,1,750,1
12366,2,24,292,0,1,1,7,0,4,2,1,1,2,1,1,0,1
12367,2,1,266,0,3,1,6,7,2,1,2,1,2,1,5,50,0
12368,1,72,218,218,1,5,7,0,1,2,3,3,3,1,1,0,0
12369,2,5,299,0,1,2,0,0,2,1,1,1,1,1,1,0,0
12370,2,12,265,0,1,3,7,0,2,2,1,1,1,1,1,0,1
12371,1,36,205,0,2,5,7,0,1,2,3,3,3,1,1,0,0
12372,1,36,61,207,1,1,3,7,1,2,1,1,1,1,1,0,0
12373,1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,0
12374,1,2,307,141,3,2,5,7,2,2,2,2,2,1,4,0,0
12375,2,40,250,0,2,1,0,0,2,2,3,1,2,1,1,0,1
12376,2,7,285,264,1,1,2,0,3,3,1,1,2,1,1,0,0
12377,2,30,276,265,2,3,7,0,2,2,1,1,1,1,1,0,0
12378,2,3,299,0,3,1,3,6,2,1,1,1,2,1,2,200,1
12379,2,2,266,292,1,4,6,7,1,1,2,1,2,1,2,200,0
12380,2,4,266,0,3,1,4,7,1,1,1,1,3,1,2,0,1
12381,1,1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,0
12382,2,3,299,0,2,1,6,7,2,1,1,1,2,1,1,0,0
12383,1,10,307,0,1,3,0,0,2,2,1,2,1,1,1,0,0
12384,1,8,141,307,1,1,2,0,3,2,2,1,2,1,1,0,1
12385,2,30,265,0,1,7,0,0,3,2,1,1,1,1,1,0,0
12386,1,3,307,0,1,6,7,0,2,1,1,1,2,1,1,100,1
12387,2,4,266,266,3,1,7,0,1,1,2,2,2,1,3,0,1
12388,2,4,265,0,2,1,2,0,2,2,2,1,2,1,1,0,1
12389,2,4,285,265,1,7,0,0,2,2,2,1,2,1,1,0,0
12390,1,24,152,0,2,4,0,0,1,1,1,1,1,1,1,0,0
12391,1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,1
12392,2,2,266,0,1,1,2,7,1,1,2,1,2,1,2,0,0
12393,1,1,307,0,2,2,0,0,2,1,1,1,3,1,1,0,0
12394,2,24,266,0,2,2,5,7,2,2,1,1,2,1,1,0,0
12395,1,9,200,0,1,3,0,0,2,1,1,1,2,1,1,0,0
12396,1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,1
12397,1,48,182,0,1,2,0,0,2,1,1,1,2,1,1,50,1
12398,1,1,307,0,2,1,7,0,2,2,1,1,2,1,1,0,0
12399,1,60,179,0,1,2,5,0,1,1,1,2,2,1,1,300,0
12400,1,6,205,182,1,1,2,0,1,3,3,1,2,1,1,300,1
12401,1,2,141,307,3,1,0,0,2,2,2,1,2,1,2,0,0
12402,1,5,307,0,2,2,3,0,2,1,1,2,1,1,1,0,1
12403,1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,0
12404,2,2,266,0,3,3,5,7,1,2,2,2,2,1,2,0,0
12405,1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,0
12406,1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,0
12407,2,2,266,0,2,1,6,0,2,1,1,1,2,1,1,0,0
12408,2,12,265,0,2,2,5,0,2,2,2,2,2,1,2,0,0
12409,1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,0
12410,1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1
12411,1,1,307,0,2,2,5,0,2,1,2,1,2,1,1,1,0
12412,1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,0
12413,1,0,307,0,1,1,0,0,2,1,1,1,1,1,1,0,0
12414,1,1,128,307,1,2,7,0,2,2,2,2,2,1,1,0,0
12415,2,6,266,0,2,2,0,0,2,1,2,2,2,1,1,0,0
12416,1,3,307,0,2,1,5,0,3,1,2,1,2,1,1,0,0
12417,1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,1
12418,2,3,266,0,2,1,7,0,2,1,3,3,3,1,1,0,1
12419,1,2,141,0,2,1,0,0,3,1,3,3,3,1,1,0,0
12420,2,3,276,264,2,7,0,0,2,3,2,2,2,1,1,500,1
12421,2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,0,0
12422,2,1,265,0,1,1,4,7,1,2,2,2,2,1,6,0,1
12423,2,30,266,0,2,1,7,0,1,1,1,1,1,1,1,50,0
12424,1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,1
12425,2,1,265,0,2,1,0,0,1,1,2,2,3,1,1,0,0
12426,2,11,266,0,2,1,0,0,3,1,3,3,3,1,2,0,1
12427,1,2,307,0,1,2,5,7,2,2,2,2,2,1,1,0,0
12428,2,12,266,0,1,4,5,7,3,1,2,2,2,1,1,0,1
12429,2,1,266,0,3,1,2,7,2,1,2,2,2,1,8,0,0
12430,1,2,307,307,3,1,2,7,1,1,3,3,3,2,7,0,1
12431,2,1,266,0,2,7,0,0,1,1,2,1,2,1,1,0,1
12432,1,48,307,307,2,7,0,0,3,1,1,1,1,1,1,100,1
12433,1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,0
12434,2,2,266,0,2,1,6,7,2,1,2,1,2,1,1,0,0
12435,1,12,307,0,1,1,2,0,2,1,1,1,1,1,1,0,1
12436,1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,0
12437,2,12,265,0,1,7,0,0,2,2,3,3,3,1,1,0,0
12438,1,84,307,0,1,2,6,0,3,1,3,3,3,1,1,0,1
12439,2,1,292,0,2,2,5,6,2,1,2,2,2,1,4,0,0
12440,2,61,266,0,1,7,0,0,3,1,1,1,1,1,1,0,1
12441,1,6,307,307,2,2,7,0,2,1,1,1,2,1,1,0,1
12442,1,2,307,307,2,5,7,0,2,2,2,2,2,1,1,0,0
12443,2,3,266,266,3,1,2,7,1,1,2,2,2,1,5,0,0
12444,2,2,292,266,3,2,7,0,1,2,2,2,2,1,4,0,0
12445,1,60,179,0,1,5,0,0,1,3,1,3,1,2,1,200,0
12446,1,60,169,0,2,5,0,0,1,2,1,1,1,1,1,0,1
12447,2,4,264,0,2,1,2,7,3,3,1,1,1,1,1,0,0
12448,1,24,218,307,1,2,5,0,2,2,1,1,1,1,1,0,1
12449,1,3,307,0,3,2,6,0,2,1,1,1,2,1,2,0,1
12450,2,2,252,266,2,1,0,0,1,2,2,2,2,1,1,0,0
12451,2,1,266,0,3,1,2,3,1,1,2,2,2,1,4,0,1
12452,1,2,307,0,2,4,7,0,2,1,2,2,2,1,1,0,1
12453,1,6,307,173,2,1,0,0,1,2,2,1,1,1,1,100,1
12454,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1
12455,1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,0
12456,2,1,299,0,2,2,6,0,1,1,2,1,2,2,1,0,0
12457,1,3,307,0,2,1,2,5,1,1,3,3,3,1,1,0,0
12458,1,1,307,0,2,4,5,0,2,1,1,1,2,1,1,10,1
12459,2,2,265,266,3,1,2,7,1,2,2,2,2,1,2,0,0
12460,1,4,307,0,2,2,0,0,1,1,2,2,2,1,1,20,1
12461,1,3,307,141,3,1,0,0,2,1,2,2,2,1,3,0,1
12462,2,3,266,0,2,1,3,7,1,1,1,1,2,1,1,0,0
12463,1,2,307,307,2,2,3,4,3,1,2,2,1,1,1,0,0
12464,2,3,266,0,2,1,4,7,1,2,2,2,2,1,1,0,1
12465,2,3,266,0,3,1,5,7,1,1,2,2,2,1,3,0,0
12466,2,6,266,0,1,1,3,0,3,1,1,1,1,1,2,60,1
12467,2,24,266,0,2,1,7,0,2,1,2,1,2,1,4,0,1
12468,1,2,307,307,1,1,0,0,2,2,1,1,2,1,1,0,0
12469,2,1,265,265,2,4,5,7,2,2,2,2,2,1,1,0,1
12470,1,36,307,307,3,1,2,7,2,2,2,2,1,1,3,0,1
12471,1,4,307,307,1,7,0,0,2,2,1,1,2,1,1,0,0
12472,2,3,264,0,2,2,6,7,2,3,2,1,2,1,1,0,0
12473,1,2,307,0,1,2,0,0,2,1,3,3,2,1,1,0,0
12474,1,2,307,0,2,1,4,7,2,3,1,1,2,1,1,0,0
12475,1,7,147,0,1,7,0,0,1,2,1,1,2,1,1,0,0
12476,1,24,307,307,2,1,0,0,2,2,1,1,1,1,1,0,1
12477,1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,0
12478,1,12,307,21,1,6,7,0,2,3,1,1,1,1,1,0,1
12479,2,2,266,0,2,1,2,6,1,1,2,1,2,1,1,0,0
12480,2,12,283,0,2,1,7,0,3,1,2,2,2,1,1,0,0
12481,1,3,141,109,2,3,5,7,2,1,3,1,2,1,1,0,0
12482,2,3,266,0,2,1,4,7,2,2,2,2,2,1,1,0,1
12483,2,2,266,0,2,6,7,0,2,1,2,1,2,1,1,0,0
12484,1,3,218,0,1,1,7,0,2,3,2,1,1,1,1,200,0
12485,1,1,307,0,2,2,5,7,2,2,2,2,2,1,1,0,0
12486,2,12,299,0,2,2,3,0,2,1,1,1,1,1,1,0,1
12487,2,4,266,0,2,1,3,7,2,1,2,2,2,1,1,0,0
12488,2,4,292,283,2,5,7,0,2,2,2,1,2,1,1,50,0
12489,1,1,189,307,1,1,2,0,2,2,2,2,2,1,1,0,0
12490,2,4,266,266,1,2,7,0,1,1,3,3,3,1,1,0,0
12491,2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,0,0
12492,1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,1
12493,1,1,307,0,1,7,0,0,2,1,2,2,2,1,1,0,0
12494,1,21,307,0,1,1,2,0,2,2,1,1,2,1,1,0,1
12495,1,36,307,0,1,1,0,0,2,1,1,1,1,1,1,0,1
12496,2,2,266,266,3,1,6,7,2,1,2,2,2,1,4,0,0
12497,2,4,266,0,2,3,0,0,2,1,1,1,1,1,1,100,0
12498,2,5,266,0,2,1,2,6,2,1,2,2,2,1,1,0,0
12499,1,1,307,0,3,1,2,7,3,1,2,2,2,1,4,0,0
12500,1,4,307,0,1,1,7,0,2,1,1,1,2,1,1,0,1
12501,1,1,307,0,1,1,2,0,2,2,3,3,3,1,1,0,1
12502,1,12,213,307,2,7,0,0,2,2,3,3,3,1,1,0,1
12503,1,6,206,0,2,2,5,7,3,2,1,1,2,1,1,499,0
12504,1,1,307,307,2,1,7,0,2,1,2,2,2,1,1,0,0
12505,1,1,307,0,1,1,2,0,2,3,2,2,2,1,1,0,0
12506,2,10,266,0,1,2,7,0,2,1,2,2,2,1,1,0,1
12507,1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,0
12508,1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,0
12509,2,5,299,0,2,6,7,0,1,1,1,1,1,1,1,0,0
12510,1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,0
12511,2,2,266,265,2,2,4,0,1,2,3,3,1,1,2,0,0
12512,2,8,265,0,2,4,5,7,2,2,2,1,2,1,1,20,1
12513,1,3,141,307,2,1,0,0,3,1,2,2,2,1,1,0,0
12514,2,4,265,0,1,6,7,0,1,2,2,2,2,1,1,0,0
12515,1,4,307,0,1,2,0,0,3,2,1,1,2,1,1,0,0
12516,2,2,299,266,3,1,3,7,2,1,2,2,2,1,2,0,0
12517,1,7,307,307,2,1,2,0,2,1,2,2,1,1,1,0,0
12518,2,2,292,252,1,2,5,0,1,1,2,2,2,1,1,0,0
12519,1,1,307,0,3,1,2,0,2,1,2,2,3,1,4,0,1
12520,1,19,72,152,2,5,7,0,2,1,1,1,1,1,1,0,1
12521,2,3,265,0,3,1,4,7,1,2,1,1,1,1,6,0,1
12522,1,54,179,0,2,2,0,0,2,2,1,1,1,1,1,200,1
12523,2,1,266,299,2,1,2,6,1,1,2,1,2,2,1,0,0
12524,2,3,299,265,1,6,0,0,2,2,1,1,2,1,1,0,0
12525,1,2,307,0,3,1,2,7,1,1,2,2,2,1,10,0,1
12526,1,120,179,0,2,2,0,0,1,2,1,1,1,1,1,0,0
12527,1,12,307,0,2,4,7,0,2,1,2,1,1,1,1,0,1
12528,2,4,276,0,1,4,5,7,3,3,1,1,2,1,1,0,0
12529,1,2,218,307,1,1,3,0,2,2,1,1,2,1,1,0,0
12530,2,3,266,0,2,1,7,0,1,1,2,2,2,1,1,0,1
12531,1,2,307,0,2,2,5,0,2,1,1,1,2,1,2,0,1
12532,2,2,266,254,3,1,4,7,1,1,2,2,2,2,4,100,1
12533,1,3,307,0,2,7,0,0,2,1,2,2,2,1,1,20,1
12534,1,0,307,307,1,1,7,0,2,1,2,2,2,1,1,0,0
12535,2,4,265,266,2,1,4,7,2,2,1,1,1,1,1,30,0
12536,1,2,218,307,1,2,0,0,1,2,2,1,2,1,1,0,0
12537,1,4,307,0,2,3,0,0,3,1,1,1,2,1,1,0,0
12538,1,4,307,0,2,5,7,0,2,2,2,2,2,1,1,0,0
12539,1,2,50,307,3,1,2,4,2,1,2,2,2,1,6,0,1
12540,1,1,307,307,1,2,0,0,1,1,3,3,2,1,1,0,0
12541,1,60,218,0,2,2,0,0,2,2,3,1,1,1,1,0,0
12542,1,1,307,0,1,1,2,0,2,1,2,2,2,1,1,0,0
12543,1,5,307,0,1,1,5,0,3,1,1,1,1,1,1,0,0
12544,1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0
12545,2,2,265,0,1,1,6,7,1,2,2,1,3,1,1,0,0
12546,2,36,254,0,2,1,4,7,2,1,3,3,2,1,1,0,1
12547,1,3,307,0,2,1,2,7,2,2,2,1,2,1,1,0,1
12548,2,3,265,0,1,1,2,0,2,2,2,1,2,1,3,0,0
12549,1,2,187,307,2,2,7,0,2,1,2,2,2,1,1,0,0
12550,2,1,265,0,2,2,6,0,2,2,2,2,2,1,1,0,0
12551,1,2,307,0,1,7,0,0,2,1,1,1,2,1,1,0,1
12552,2,4,265,0,2,1,7,0,2,2,2,2,2,1,1,0,0
12553,2,15,266,0,1,4,7,0,3,1,1,1,1,1,1,0,0
12554,1,2,307,0,2,1,2,7,2,2,2,2,2,1,1,20,0
12555,1,2,307,307,2,2,7,0,2,2,1,1,2,1,1,0,0
12556,2,12,265,0,2,3,0,0,2,2,2,2,2,1,1,0,0
12557,2,18,265,0,2,5,0,0,2,2,1,1,2,1,1,0,0
12558,2,3,264,0,2,2,6,0,1,3,2,1,2,1,1,0,1
12559,2,1,266,0,1,1,0,0,1,2,2,2,2,1,1,0,1
12560,2,32,266,266,3,3,6,0,2,1,1,1,1,1,2,0,1
12561,1,60,307,0,2,2,7,0,2,1,1,1,1,1,1,0,1
12562,1,24,307,307,1,1,7,0,2,2,1,1,1,1,2,0,1
12563,1,14,307,0,1,3,0,0,3,2,1,1,1,1,1,0,1
12564,1,1,307,0,1,2,0,0,2,1,2,2,2,1,7,1,0
12565,2,14,299,0,1,3,0,0,2,1,3,3,1,1,1,0,1
12566,1,3,307,0,2,2,6,0,2,1,2,1,2,1,1,0,0
12567,2,18,285,266,1,3,0,0,2,3,1,1,2,1,2,0,0
12568,2,7,266,0,2,3,4,7,2,1,3,3,3,1,1,0,1
12569,1,24,307,0,2,1,0,0,2,1,1,1,1,1,2,0,1
12570,1,12,20,0,2,1,2,7,1,1,1,1,1,1,1,300,0
12571,2,12,266,0,1,7,0,0,3,1,3,3,2,2,1,0,1
12572,2,2,265,0,1,2,7,0,1,2,2,1,2,1,1,0,1
12573,2,12,266,0,2,6,7,0,2,1,1,1,1,1,1,0,1
12574,1,28,307,307,1,1,2,0,2,1,1,1,1,1,1,0,1
12575,1,108,307,0,1,5,7,0,2,1,3,3,2,2,1,0,0
12576,1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,20,0
12577,1,1,307,0,1,1,2,0,2,1,3,3,2,1,1,0,0
12578,2,1,266,0,2,7,0,0,1,1,2,2,2,1,1,0,1
12579,1,4,307,24,2,2,0,0,3,2,1,1,2,1,1,0,0
12580,1,48,147,0,1,7,0,0,2,2,1,1,1,1,1,300,1
12581,2,12,266,0,2,2,0,0,2,1,2,2,2,1,1,0,1
12582,1,4,206,103,1,1,7,0,3,2,1,1,2,1,1,600,0
12583,1,36,97,218,3,1,2,7,2,1,1,1,1,1,2,0,1
12584,1,15,307,0,2,2,0,0,2,1,1,1,1,1,1,250,1
12585,2,2,266,0,2,1,7,0,1,1,1,1,2,1,1,0,0
12586,2,2,266,0,2,1,7,0,1,1,2,1,2,1,1,0,1
12587,2,4,266,0,1,4,0,0,2,1,1,1,2,1,1,0,0
12588,1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,50,1
12589,2,5,266,0,1,3,5,7,2,1,2,1,2,1,1,0,0
12590,2,4,285,292,3,2,5,0,1,2,2,1,2,1,3,100,0
12591,1,2,141,213,3,1,2,5,2,2,2,2,2,1,6,0,0
12592,2,2,266,0,2,1,2,0,2,1,1,1,2,1,1,0,0
12593,1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,0
12594,2,1,265,0,3,1,6,7,2,2,2,2,2,1,3,0,0
